Name,Inventory Icon,Caption,Caption 2,Caption 3,Object Map Link,Element,Fusable,Destroyed on Hit (Fused),Fuse Attack Power (Sword),Fuse Attack Power (Large Sword),Fuse Attack Power (Spear),Fuse Attack Power (Arrow),Fuse Attack Power (Shield),Additional Element Attack Power (Burst),Additional Element Attack Power (Melee Projecile),Additional Element Attack Power (Melee Projecile from Rod),Fuse Property 1,Fuse Property 2,Fuse Property 3,Fuse Property 4,Fuse Replace Sharpness,Fuse Can Cut,Fuse Shatters Rock,Fuse Adds Shield Bash Attack,Fuse Disables Torch,Mineru Fuse Durability,Hearts Recovered,Cooking Effect,Cooking Effect Level,Cooking Effect Time Boost Duration,Cooking Critical Rate,Sell Price,Buy Price (Rupees),Buy Price (Poes),Dye Color,Needed for Quests,Needed for Armor Upgrades,Scales To,Scale Up On Weapon When Points Total Is,Spawn Time,Despawn Time,Flame Guard Level,Flammable,Burns Out,Freezable,Conducts Electricity,Is Character,Forest Dweller Cooldown (After Equip),Forest Dweller Cooldown (After Attack),Zonai Dispenser Capsule Count (1),Zonai Dispenser Capsule Count (2),Zonai Dispenser Capsule Count (3),Zonai Dispenser Capsule Count (4),Zonai Dispenser Capsule Count (5),Name (Japanese),Caption (Japanese),IsUsable,Cooking Tag 1,Cooking Tag 2,Cooking Tag 3,Cooking Tag (Custom),Cooking Tag (Custom) 2,Internal Fuse SubTypes,ActorName,MaterialCategory,MaterialCategory Order,PouchSortKey,Compendium #,Inventory Order (By type)
Hearty Lizard,#REF!,"This rare lizard lives deep in the forests. It
feeds on high-nutrient foods, giving it great
vitality. When used to make elixirs, they
temporarily increase your maximum hearts.",-,-,Hearty Lizard,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,Extra Hearts,16,-,-,20,-,-,Blue,0,5,-,-,-,-,0,TRUE,TRUE,TRUE,TRUE,TRUE,-,-,0,0,0,0,0,マックストカゲ,"主に深い森に住む 希少なトカゲ
栄養価の高い餌を食べ 生命力が非常に強い 
薬の材料にすると ハートの最大値が大きく上がる",FALSE,CookInsect,-,-,-,-,-,Animal_Insect_M,Lizard,10,,090,109
Hightail Lizard,#REF!,"A lizard found throughout Hyrule. It's a bit
slow to react at times, but if given a chance
to escape, it will dart off quickly. Cook it with
monster parts for a speed-boosting elixir.",-,-,Hightail Lizard,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Speed Up,1,-,-,2,-,-,Brown,0,21,-,-,-,-,0,TRUE,TRUE,TRUE,TRUE,TRUE,-,-,0,0,0,0,0,ゴーゴートカゲ,"草地や森で見かけられる とても素早く走るトカゲ
その肉には 脚の筋力増強効果があるといわれ
魔物素材と煮込めば 移動速度を上げる薬になる",TRUE,CookInsect,-,-,-,-,-,Animal_Insect_S,Lizard,10,39,089,110
Fireproof Lizard,#REF!,"This rare lizard can only be found in the
Eldin region. Its scales have heat-resistant
properties, so when cooked with monster
parts, it produces a fire-resistance elixir.",-,-,Fireproof Lizard,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Flame Guard,1,-,-,5,-,-,Gray,0,15,-,-,-,-,0,TRUE,TRUE,TRUE,TRUE,TRUE,-,-,0,0,0,0,0,ヒケシトカゲ,"オルディン地方にだけ生息する 特殊なトカゲ
鱗には耐火成分がたっぷり含まれており
魔物の素材と煮込むと 炎に耐えられる薬となる",TRUE,CookInsect,-,-,-,-,-,Animal_Insect_X,Lizard,10,36,091,111
Sticky Lizard,#REF!,"The suction of its toes allows this lizard to
easily cling to walls. It could be an asset
for a climber on wet surfaces if it were mixed
into an elixir.",-,-,Sticky Lizard,-,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Slip Resistance,1,-,-,8,-,-,White,0,24,-,-,-,-,0,TRUE,TRUE,TRUE,TRUE,TRUE,-,-,0,0,0,0,0,ハリツキトカゲ,"吸盤状の手足で どんな壁でも登っていくトカゲ
煮詰めて吸着する成分を 凝縮する事で
滑る壁面を登りやすくなる薬が作れる",TRUE,CookInsect,-,-,-,-,-,Animal_Insect_AH,Lizard,10,33,092,112
Diamond,#REF!,"The most precious ore one can find. Its
signature sparkle has charmed Hyruleans for
generations. As such, it has sold for a very
high price since ancient times.",-,-,Diamond,-,TRUE,FALSE,25,26,19,25,25,-,-,-,-,-,-,-,TRUE,TRUE,FALSE,TRUE,TRUE,10,-,-,-,-,-,500,2000,-,White,13,27,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,ダイヤモンド,"鉱脈から採れる鉱石の中では もっとも貴重
美しい輝きは 古来より人々の心を捉え
大変な高値で取引されてきた",FALSE,CookOre,-,-,-,-,"[ShieldSurfingslipperinessDown,TorchNoBurning,ShieldBash,ShieldBashAnmChange]",Item_Ore_A,Ore,11,,-,113
Ruby,#REF!,"A precious red ore mined from large ore
deposits. Rubies contain the power of fire and
have fetched a high price since ancient times.",-,-,Ruby,Fire,TRUE,FALSE,1,1,1,1,-,80,6,12,Rod,Fire Burst,Warm,-,TRUE,FALSE,FALSE,FALSE,TRUE,10,-,-,-,-,-,110,440,-,Red,0,121,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,ルビー,"鉱脈から採れる貴重な鉱石
紅玉とも呼ばれ 炎の力を秘めると言われる
古来よりかなり高値で取引されてきた",FALSE,CookOre,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning,Rod,Warm,ChemicalExplosionFire]",Item_Ore_B,Ore,11,,-,114
Sapphire,#REF!,"A precious blue ore mined from natural rock
formations. Sapphires contain the very
essence of ice. They've been known to
fetch a high price since ancient times.",-,-,Sapphire,Ice,TRUE,FALSE,1,1,1,1,-,80,4,8,Rod,Ice Burst,Cold,-,TRUE,FALSE,FALSE,FALSE,TRUE,10,-,-,-,-,-,150,600,-,Blue,0,121,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,サファイア,"鉱脈から採れる貴重な鉱石
青玉とも呼ばれ 氷の力を秘めると言われる
古来よりかなり高値で取引されてきた",FALSE,CookOre,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning,Rod,Cold,ChemicalExplosionIce,ChemicalExplosionIce]",Item_Ore_C,Ore,11,,-,115
Topaz,#REF!,"This precious yellow ore contains the power
of electricity. It's been known to fetch a
high price since ancient times.",-,-,Topaz,Electric,TRUE,FALSE,1,1,1,1,-,80,5,10,Rod,Electric Burst,-,-,TRUE,FALSE,FALSE,FALSE,TRUE,10,-,-,-,-,-,80,320,-,Yellow,0,121,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,トパーズ,"鉱脈から採れる貴重な鉱石
黄玉とも呼ばれ 電気の力を秘めると言われる
古来より高値で取引されてきた",FALSE,CookOre,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning,Rod,ChemicalExplosionElectric]",Item_Ore_D,Ore,11,,-,116
Opal,#REF!,"A valuable ore that gives off a mesmerizing
iridescence similar to the inside of a seashell.
It contains the power of water.",-,-,Opal,Water,TRUE,FALSE,1,1,1,1,-,10,3,6,Rod,Water Burst,Water Attack,-,TRUE,FALSE,FALSE,FALSE,TRUE,10,-,-,-,-,-,30,120,-,Light Yellow,0,376,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,オパール,"鉱脈から採れる鉱石の一つ
貝殻のように複雑で美しい光を放つ石で
水の力を宿すと言われる",FALSE,CookOre,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning,Rod,ChemicalExplosionWater,WaterDamageUpElement]",Item_Ore_E,Ore,11,,-,117
Amber,#REF!,"A fossilized resin with a caramelesque sheen
to it. It's been valued as a component in
decorations and crafting since ancient times.",-,-,Amber,-,TRUE,FALSE,4,4,4,4,4,-,-,-,-,-,-,-,TRUE,TRUE,FALSE,TRUE,TRUE,10,-,-,-,-,-,10,40,-,Orange,10,665,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,コハク,"鉱脈などで採れる樹脂の化石
美しいあめ色に輝き 古くから
装飾品や工芸品にも使われてきた",FALSE,CookOre,-,-,-,-,"[ShieldSurfingslipperinessDown,TorchNoBurning,ShieldBash,ShieldBashAnmChange]",Item_Ore_F,Ore,11,,-,118
Luminous Stone,#REF!,"This mysterious mineral gives off a pale blue
glow in the dark, which some believe to be
souls of the dead. Apparently, this stone can
be used as a base to make special clothing.",-,-,Luminous Stone,-,TRUE,FALSE,1,1,1,1,-,-,-,-,-,-,-,-,TRUE,FALSE,FALSE,FALSE,TRUE,10,-,-,-,-,-,20,80,-,Navy,0,450,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,夜光石,"夜になると 青白く光り出す不思議な鉱石
死者の魂の灯火とも言われる
この石を原料にした特殊な服もあるという",FALSE,CookOre,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning]",Item_Ore_G,Ore,11,,-,119
Flint,#REF!,"Strike it with a metallic weapon to generate
a spark. This fire starter breaks after one use,
but it can create a long-lasting flame if you
strike it near firewood.",-,-,Flint,-,TRUE,FALSE,1,1,1,1,-,-,-,-,-,-,-,-,TRUE,FALSE,FALSE,FALSE,TRUE,10,-,-,-,-,-,5,20,-,Black,40,367,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,火打ち石,"金属などの硬い武器で叩くと火花が出る火種
薪の束を近くに置いておくとたき火を起こせる
一回で壊れてしまうが冒険にはとても役立つ",FALSE,CookOre,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning]",Item_Ore_I,Ore,11,,-,120
Bokoblin Guts,#REF!,"A rare material obtained by defeating a
Bokoblin. It convulses on its own every now
and then, which is really creepy, but perhaps
it has a use.",-,-,-,-,TRUE,FALSE,1,1,1,1,-,-,-,-,-,-,-,-,TRUE,FALSE,FALSE,FALSE,TRUE,5,-,-,-,02:40,30%,20,80,-,Purple,0,45,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,ボコブリンの肝,"ボコブリンを倒して手に入れたとても貴重な素材
ちょっと動いていて気持ち悪い…
何か使い道があるかもしれない",FALSE,CookEnemy,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning]",Item_Enemy_02,EnemyGuts,12,,-,121
Moblin Guts,#REF!,"This prized ingredient can be obtained from
Moblins. Its odor is too pungent for normal
food preparation, but stew it with some
critters to make elixirs.",-,-,-,-,TRUE,FALSE,1,1,1,1,-,-,-,-,-,-,-,-,TRUE,FALSE,FALSE,FALSE,TRUE,5,-,-,-,02:40,30%,25,100,-,Light Blue,0,15,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,モリブリンの肝,"モリブリンから手に入る とても貴重な素材
料理の材料としては 臭みが強すぎて使い物に
ならないが 虫と一緒に煮込めば薬になる",FALSE,CookEnemy,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning]",Item_Enemy_08,EnemyGuts,12,,-,122
Horriblin Guts,#REF!,"Rare material dropped by a Horriblin. It's very
bitter and unsuitable for cooking, but it makes
an effective elixir when cooked with a critter.",-,-,-,-,TRUE,FALSE,1,1,1,1,-,-,-,-,-,-,-,-,TRUE,FALSE,FALSE,FALSE,TRUE,5,-,-,-,02:40,30%,25,100,-,Light Yellow,0,39,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,ホラブリンの肝,"ホラブリンから獲れる珍しい素材
苦みが強すぎて料理に使うのは難しいが
虫と一緒に煮込む事で効果の高い薬が作れる",FALSE,CookEnemy,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning]",Item_Enemy_105,EnemyGuts,12,,-,123
Gibdo Guts,#REF!,"The dried guts of a defeated Gibdo. It's said
they're effective, vitality-rich ingredients that
are useful in elixirs.",-,-,Gibdo Guts,-,TRUE,FALSE,1,1,1,1,-,-,-,-,-,-,-,-,TRUE,FALSE,FALSE,FALSE,TRUE,5,-,-,-,01:20,100%,2,8,-,Purple,0,5,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,ギブドの肝,"ギブドを倒すと時々落とす乾燥した肝
生命力に満ちた 滋養成分が凝縮されていて
非常に効果の高い薬が作れるとされている",FALSE,CookEnemy,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning]",Item_Enemy_121,EnemyGuts,12,,-,124
Boss Bokoblin Guts,#REF!,"A rare material dropped by a Boss Bokoblin.
It moves constantly and looks grotesque.
Toss into a stew with some critters to create
elixirs.",-,-,-,-,TRUE,FALSE,1,1,1,1,-,-,-,-,-,-,-,-,TRUE,FALSE,FALSE,FALSE,TRUE,5,-,-,-,02:40,30%,60,240,-,Blue,0,9,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,ボスボコブリンの肝,"ボスボコブリンから手に入れた 貴重な素材
絶えず動いていて気味が悪い
虫と煮込めば 良い薬の材料になる",FALSE,CookEnemy,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning]",Item_Enemy_136,EnemyGuts,12,,-,125
Lynel Guts,#REF!,"This highly sought-after ingredient can only
be obtained from a Lynel. It pulses with the
vitality of a Lynel, a strength that makes it
invaluable as an ingredient for elixirs.",-,-,-,-,TRUE,FALSE,1,1,1,1,-,-,-,-,-,-,-,-,TRUE,FALSE,FALSE,FALSE,TRUE,5,-,-,-,02:40,30%,200,800,-,Crimson,0,30,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,ライネルの肝,"ライネルから獲る事ができる 貴重な素材
脈打つように動いており ライネルの生命力の
強さが伺える 薬の材料として価値が高い",FALSE,CookEnemy,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning]",Item_Enemy_14,EnemyGuts,12,,-,126
Gleeok Guts,#REF!,"A rare and precious, albeit creepy, material
that pulses even after its former owner has
been vanquished. Cook it with a critter to
make a powerful elixir.",-,-,-,-,TRUE,FALSE,1,1,1,1,-,-,-,-,-,-,-,-,TRUE,FALSE,FALSE,FALSE,TRUE,5,-,-,-,02:40,30%,200,800,-,Black,1,18,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,グリオークの肝,"めったに見る事のできない とても貴重な素材
常に力強く動き続けていて とても不気味
虫と煮込んで作る薬は効果が大きく 重宝される",FALSE,CookEnemy,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning]",Item_Enemy_157,EnemyGuts,12,,-,127
Frox Guts,#REF!,"Frox guts, still pulsing—possibly a vain
attempt to circulate fluids through its former
owner's large body. Cook it with a critter to
make a powerful elixir.",-,-,-,-,TRUE,FALSE,1,1,1,1,-,-,-,-,-,-,-,-,TRUE,FALSE,FALSE,FALSE,TRUE,5,-,-,-,02:40,30%,40,160,-,Yellow,0,18,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,デグガーマの肝,"デグガーマから獲れた脈打つ肝
巨体に血流を送るためか 鼓動が力強い
煎じて虫と煮込むと効果の高い薬が作れる",FALSE,CookEnemy,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning]",Item_Enemy_190,EnemyGuts,12,,-,128
Molduga Guts,#REF!,"A giant organ obtained from a Molduga. This
invaluable ingredient is hard to come by,
and its use is shrouded in mystery.",-,-,-,-,TRUE,FALSE,1,1,1,1,-,-,-,-,-,-,-,-,TRUE,FALSE,FALSE,FALSE,TRUE,5,-,-,-,02:40,30%,110,440,-,Green,0,23,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,モルドラジークの肝,"モルドラジークから獲る事ができる 巨大な肝
めったに手に入らない貴重な素材で
薬の材料にできるが 他の使い道があると噂される",FALSE,CookEnemy,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning]",Item_Enemy_25,EnemyGuts,12,,-,129
Hinox Guts,#REF!,"A giant, smelly Hinox organ of unknown
function. Upon close inspection, it appears to
be quivering. It can be used to make an
elixir, but some say it has other uses as well.",-,-,-,-,TRUE,FALSE,1,1,1,1,-,-,-,-,-,-,-,-,TRUE,FALSE,FALSE,FALSE,TRUE,5,-,-,-,02:40,30%,80,320,-,Yellow,0,33,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,ヒノックスの肝,"ヒノックスから獲る事が出来る 大きな肝
よく見ると 時々ゆっくり動いている
薬の材料にできるが 他の使い道があると噂される",FALSE,CookEnemy,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning]",Item_Enemy_34,EnemyGuts,12,,-,130
Red Chuchu Jelly,#REF!,"A jiggly substance that normally comes from
a Fire Chuchu. It consistently gives off heat.
If struck, it will explode in a ball of flame.",-,-,Red Chuchu Jelly,Fire,TRUE,TRUE,1,1,1,1,1,10,-,-,Fire Burst,Reusable On Forest Dweller Weapons,-,-,FALSE,FALSE,FALSE,TRUE,TRUE,1,-,-,-,01:20,10%,4,16,-,Red,0,24,-,-,-,-,0,FALSE,FALSE,TRUE,TRUE,FALSE,00:01.333,00:02,0,0,0,0,0,赤チュチュゼリー,"ファイアチュチュにそっくりな
ぷるぷるした固まり  常に熱を発生していて
叩くと破裂して炎を発生する",FALSE,CookEnemy,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning,ShieldBash,ShieldSurfingNoStaggerWithDeath,ChemicalExplosionFire,ReuseSeed]",Item_Enemy_15,Enemy,13,1499,258,131
White Chuchu Jelly,#REF!,"A jiggly substance that came from an Ice
Chuchu. It's cool to the touch, and squeezing
it seems to relieve stress. If struck, it will
explode in a cold mist.",-,-,White Chuchu Jelly,Ice,TRUE,TRUE,1,1,1,1,1,10,-,-,Ice Burst,Reusable On Forest Dweller Weapons,-,-,FALSE,FALSE,FALSE,TRUE,TRUE,1,-,-,-,01:20,10%,4,16,-,White,0,24,-,-,-,-,0,TRUE,TRUE,FALSE,TRUE,FALSE,00:01.333,00:02,0,0,0,0,0,白チュチュゼリー,"アイスチュチュにそっくりな ぷるぷるした固まり
持ってみると ひんやりしてちょっと気持ちいい
叩くと破裂して冷気をまき散らす",FALSE,CookEnemy,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning,ShieldBash,ShieldSurfingNoStaggerWithDeath,ChemicalExplosionIce,ReuseSeed]",Item_Enemy_17,Enemy,13,1476,259,132
Yellow Chuchu Jelly,#REF!,"A jiggly substance that came from an
Electric Chuchu. Electricity pulses through
its gelatinous mass. If struck, it will explode
in a burst of electric current.",-,-,Yellow Chuchu Jelly,Electric,TRUE,TRUE,1,1,1,1,1,10,-,-,Electric Burst,Reusable On Forest Dweller Weapons,-,-,FALSE,FALSE,FALSE,TRUE,TRUE,1,-,-,-,01:20,10%,4,16,-,Yellow,0,33,-,-,-,-,0,TRUE,TRUE,TRUE,TRUE,FALSE,00:01.333,00:02,0,0,0,0,0,黄チュチュゼリー,"エレキチュチュにそっくりな ぷるぷるした固まり
しびれるほどではないが常にビリビリしている
叩くと破裂して周りに電気を発生させる",FALSE,CookEnemy,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning,ShieldBash,ShieldSurfingNoStaggerWithDeath,ChemicalExplosionElectric,ReuseSeed]",Item_Enemy_16,Enemy,13,1453,260,133
Chuchu Jelly,#REF!,"A gelatinous substance that came from a
Chuchu. It's unusable in this state, but
applying a bit of elemental stimulation will
change its form.",-,-,Chuchu Jelly,Water,TRUE,TRUE,1,1,1,1,1,0,-,-,Water Burst,Water Attack,Reusable On Forest Dweller Weapons,-,FALSE,FALSE,FALSE,TRUE,TRUE,1,-,-,-,00:40,-,2,8,-,Light Blue,0,15,-,-,-,-,0,TRUE,TRUE,TRUE,TRUE,FALSE,00:01.333,00:02,0,0,0,0,0,チュチュゼリー,"チュチュとそっくりなぷるぷるした固まり
とても不安定な状態で
何か刺激を与えると変化するらしい",FALSE,CookEnemy,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning,ShieldBash,ShieldSurfingNoStaggerWithDeath,ChemicalExplosionWater,WaterDamageUpElement,ReuseSeed]",Item_Enemy_40,Enemy,13,1431,257,134
Octo Balloon,#REF!,"This inflatable Octorok organ has a lot of lift,
so attach it to items you want to see float.
An arrow can serve as a good way to stick
one to a distant object.",-,-,Octo Balloon,-,TRUE,TRUE,1,1,1,1,-,-,-,-,Balloon,Bouncy,-,-,TRUE,FALSE,FALSE,FALSE,TRUE,1,-,-,-,00:40,-,5,20,-,Purple,0,5,-,-,-,-,1,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,オクタ風船,"オクタ族の浮き袋  強い浮力を持つため
この風船をくっ付けた物は 宙に浮き上がる
矢に付けて飛ばせば 狙ったところに付けやすい",FALSE,CookEnemy,-,-,-,-,"[Blunt,BalloonFloat,ShieldSurfingslipperinessDown,TorchNoBurning,PowHammer,ShieldSurfingNoStaggerWithDeath]",Item_Enemy_57,Enemy,13,1414,-,135
Keese Eyeball,#REF!,"These mysterious orbs scan their
surroundings. Take advantage of their glaring
awareness, and attach one to an arrow to
grant a homing quality to the arrow.",-,-,-,-,TRUE,FALSE,1,1,1,1,-,-,-,-,Homing,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,5,-,-,-,01:20,10%,2,8,-,Orange,0,30,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,キースの目玉,"ギョロギョロと辺りを見渡す 不気味な素材
矢に付けると 常に相手を見据える その瞳の力で
狙った対象を追尾していく能力を与える",FALSE,CookEnemy,-,-,-,-,"[Blunt,Homing,ShieldSurfingslipperinessDown]",Item_Enemy_19,Enemy,13,1410,261,136
Fire Keese Eyeball,#REF!,"Fire Keese eyeballs are imbued with heat and
are useful in making elixirs. Attach one to an
arrow to grant a homing quality to the arrow.",-,-,Fire Keese Eyeball,Fire,TRUE,FALSE,8,8,7,8,8,20,-,-,Homing,Fire Attack,Fire Burst,Warm,FALSE,FALSE,FALSE,TRUE,FALSE,5,-,-,-,01:20,10%,6,24,-,Red,0,0,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,ファイアキースの目玉,"ファイアキースの熱気を帯びた目玉
薬の材料として重宝するほか 矢に付ける事で
命中率を上げる効能も得られる",FALSE,CookEnemy,-,-,-,-,"[Blunt,Homing,ShieldSurfingslipperinessDown,Homing,ChemicalAttackFire,ChemicalExplosionFire,ShieldBash,Warm]",Item_Enemy_117,Enemy,13,1409,262,137
Ice Keese Eyeball,#REF!,"Ice Keese eyeballs are imbued with freezing
power and are useful in making elixirs.
Attach one to an arrow to grant a homing
quality to the arrow.",-,-,-,Ice,TRUE,FALSE,4,4,4,4,4,20,-,-,Homing,Ice Attack,Ice Burst,Cold,FALSE,FALSE,FALSE,TRUE,FALSE,5,-,-,-,01:20,10%,6,24,-,Light Blue,0,0,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,アイスキースの目玉,"アイスキースの凍てつく目玉 一般的には
薬の材料として使われているが 矢に付けると
相手に命中しやすくなる効果が得られる",FALSE,CookEnemy,-,-,-,-,"[Blunt,Homing,ShieldSurfingslipperinessDown,Homing,ChemicalAttackIce,ChemicalExplosionIce,ShieldBash,Cold]",Item_Enemy_119,Enemy,13,1408,263,138
Electric Keese Eyeball,#REF!,"Electric Keese eyeballs are imbued with
electric power and are useful in making
elixirs. Attach one to an arrow to grant a
homing quality to the arrow.",-,-,-,Electric,TRUE,FALSE,6,6,5,6,6,20,-,-,Homing,Electric Attack,Electric Burst,-,FALSE,FALSE,FALSE,TRUE,FALSE,5,-,-,-,01:20,10%,6,24,-,Yellow,0,0,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,エレキースの目玉,"エレキースの電気を蓄えた目玉
薬の材料に使えるのはもちろんの事
矢に付ければ 目標に自分から向かう矢となる",FALSE,CookEnemy,-,-,-,-,"[Blunt,Homing,Homing,ShieldSurfingslipperinessDown,ChemicalAttackElectric,ChemicalExplosionElectric,ShieldBash]",Item_Enemy_118,Enemy,13,1407,264,139
Octorok Eyeball,#REF!,"This can only be obtained from an Octorok-
type enemy. Its nature is to focus on
a moving object. Attach one to an arrow to
grant a homing quality to the arrow.",-,-,Octorok Eyeball,-,TRUE,FALSE,3,3,3,3,-,-,-,-,Homing,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,5,-,-,-,01:20,10%,4,16,-,Yellow,0,6,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,オクタの目玉,"オクタ族から獲る事ができる素材
動くものの方向を向く性質があり 矢に付けて
命中率を上げるために使う事ができる",FALSE,CookEnemy,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,Homing]",Item_Enemy_21,Enemy,13,1406,-,140
Aerocuda Eyeball,#REF!,"This eyeball is constantly trying to focus on its
targets. Cook it with a critter to make an
elixir, or attach it to an arrow to grant a
homing quality to the arrow.",-,-,Aerocuda Eyeball,-,TRUE,FALSE,4,4,4,4,-,-,-,-,Homing,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,5,-,-,-,01:20,10%,4,16,-,Orange,0,42,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,カックーダの目玉,"動くものを常に視界の中心にとらえる目玉
虫と煮込むと 薬の材料として使えるほか
矢に付けて命中率を上げる効果も得られる",FALSE,CookEnemy,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,Homing]",Item_Enemy_66,Enemy,13,1405,269,141
Keese Wing,#REF!,"An aerodynamic material dropped by a
defeated Keese. Arrows and thrown weapons
fly farther with this item attached.",-,-,Keese Wing,-,TRUE,FALSE,1,1,1,1,-,-,-,-,Long Throw,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,5,-,-,-,00:40,-,3,12,-,Gray,0,33,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,キースの羽,"キースを倒して手に入れた素材
効率的に風を受けられる構造になっていて
武器や矢につけると 遠くまで飛ばす事ができる",FALSE,CookEnemy,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,LongThrow]",Item_Enemy_18,Enemy,13,1393,-,142
Fire Keese Wing,#REF!,"A rare Fire Keese wing. It's not usually on fire,
but it does produce a powerful blaze when
stimulated.",-,-,Fire Keese Wing,Fire,TRUE,FALSE,2,2,2,2,2,20,-,-,Long Throw,Fire Attack,Fire Burst,Warm,FALSE,FALSE,FALSE,TRUE,FALSE,5,-,-,-,00:40,-,8,32,-,Red,0,45,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,ファイアキースの羽,"珍しいファイアキースの羽
普段は燃えていないが
刺激を与える事で 強い熱を放つ",FALSE,CookEnemy,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,LongThrow,ChemicalAttackFire,ChemicalExplosionFire,ShieldBash,Warm]",Item_Enemy_44,Enemy,13,1392,-,143
