ActorName,Name,Type,Flag To Unlock,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height
Npc_HiddenKorokGround,Korok,Korok,IsAppearKorok.148596083198088389,399,1174,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.14870991814205762864,4818,-822,1942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokGround,Korok,Korok,IsAppearKorok.1487273285778985759,164,-1940,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.14896822338409476435,-1589,229,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.14931584670873890048,4277,2947,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.1495923315913480463,3286,-2180,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokGround,Korok,Korok,IsAppearKorok.14994532817787330975,1847,-3343,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokGround,Korok,Korok,IsAppearKorok.15056806489610383594,-2937,-2214,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.15058815420293479985,-3793,2319,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.15067029177385214135,-3466,3476,483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.15087314186030403236,-2262,-2341,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokGround,Korok,Korok,IsAppearKorok.15153122761935613537,3237,-1545,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.15166278230544831951,3997,-2996,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.15174618243358462419,3662,1408,1169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokGround,Korok,Korok,IsAppearKorok.15182452364291788021,1999,-2282,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokGround,Korok,Korok,IsAppearKorok.15207631927458301552,3330,533,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokGround,Korok,Korok,IsAppearKorok.15218640912468430323,2413,-2269,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.15242404637609370819,-4481,1945,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.15245439797519590336,-3565,2257,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokGround,Korok,Korok,IsAppearKorok.15251102872530022383,1926,-1490,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokGround,Korok,Korok,IsAppearKorok.15262678164833260129,-3964,-609,658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokGround,Korok,Korok,IsAppearKorok.15278503746814222090,3715,-1949,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.15312957873380135882,2783,198,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.15327046427081011643,3796,-3615,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.15346779723474805067,-2437,-554,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.15357291793273415698,4231,-311,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokGround,Korok,Korok,IsAppearKorok.15445183966107884573,2142,-2604,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.15449107362838589642,-3226,579,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.15493510052219152057,3589,416,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.15561059750095631396,4635,566,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.15566102505896691821,-3666,-1565,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.15569861608415873400,2635,-2855,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.15615539209599471167,3742,-1685,387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.1561713044173724178,-2962,-1400,445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.15682555824643748209,4142,-557,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.15691716533904034290,1719,2422,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokGround,Korok,Korok,IsAppearKorok.15703190269680362860,3160,1426,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.15707580141384129298,-1730,1162,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.15738792628810197793,3415,-2381,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.15768943358661857635,-3845,-1895,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.15788393777246987854,-2921,-482,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokGround,Korok,Korok,IsAppearKorok.15800300194434429523,-3737,-996,536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokGround,Korok,Korok,IsAppearKorok.15861427487873656580,-2061,769,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.15881967301574647141,527,-3666,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokGround,Korok,Korok,IsAppearKorok.15886204473868520149,-1112,-571,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokGround,Korok,Korok,IsAppearKorok.15890950618101978866,-4013,1637,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.15906837289165115679,-2531,1855,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokGround,Korok,Korok,IsAppearKorok.15909320962641480471,-4148,-1932,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.15914894808815074410,-4420,-352,523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.15966353180086465221,-3779,1866,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokGround,Korok,Korok,IsAppearKorok.15985887228135643401,-1816,-972,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.15986507615387130517,2314,1133,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokGround,Korok,Korok,IsAppearKorok.16010466355789939033,-2604,3236,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokGround,Korok,Korok,IsAppearKorok.16011403532607734144,967,-3185,716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.16018896617238129060,-254,1059,563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.16030481355004530881,3078,3683,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokGround,Korok,Korok,IsAppearKorok.16053963290356797980,-1956,-410,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.16095275591058031297,-2207,2091,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokGround,Korok,Korok,IsAppearKorok.16153042861008747253,-1428,-1298,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokGround,Korok,Korok,IsAppearKorok.16170647262175863463,-1653,2437,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.16221857197643488822,2563,-3599,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokGround,Korok,Korok,IsAppearKorok.16276478534882156700,-2012,-2470,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.16316812175141615859,2528,-1750,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.163187856769110217,-3716,1039,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.16351706486743584602,1373,-3509,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.16390189732445847983,1274,-3191,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.16392220470676551948,1373,-1680,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.16396783538434948484,-4692,-1236,526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.16434480431839867737,285,1960,754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokGround,Korok,Korok,IsAppearKorok.16468088564225504954,3527,-368,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokGround,Korok,Korok,IsAppearKorok.16472531531590775581,-2640,-323,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokGround,Korok,Korok,IsAppearKorok.16473525949951385755,-2428,-3264,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.16489428875979621722,-1153,-1012,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.16528859289179557707,2172,3036,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.16567720566500737244,-3547,578,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.16572093104079537211,-4389,-715,567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.16627554996201462647,-3582,-1985,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.1664979196934781424,1637,-3676,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokGround,Korok,Korok,IsAppearKorok.16651485175674674795,-1763,3554,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokGround,Korok,Korok,IsAppearKorok.16659953331084741325,-1938,-2822,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.16694294640381398650,4491,-3396,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.16720014599303679212,-4273,3499,394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.16724031845297507489,2156,3056,478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.16725964426099587918,-3772,3344,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.16753185589659921198,622,-1658,1511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.16756657189707761600,2955,256,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.16763389655907530864,1598,-1395,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokGround,Korok,Korok,IsAppearKorok.168227526044957678,4022,1622,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokGround,Korok,Korok,IsAppearKorok.168243187548655859,4599,1857,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.1683439530820752411,-3600,111,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.16867169671301534142,1400,3782,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.1687635158323563480,-3575,-1852,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.1689515390452322643,-945,348,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokGround,Korok,Korok,IsAppearKorok.1697152588585805257,-1017,569,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokGround,Korok,Korok,IsAppearKorok.16999322315051527287,843,-1291,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.17022737880414157073,524,2748,1863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.17026629749070393183,3782,-2123,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.17076110261048951640,-2920,546,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.17081233132328253925,-4687,-1962,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.17086192389570646487,1483,443,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.17088514737480710489,4119,-2574,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.17169915687642666848,-124,1193,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokGround,Korok,Korok,IsAppearKorok.17183115341299291313,631,-1531,1450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.17213513339174410875,-427,891,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.17256659735313657021,-1688,-1600,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokGround,Korok,Korok,IsAppearKorok.17259834723518705126,1522,-1845,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.17296963808053955608,-4363,-1846,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokGround,Korok,Korok,IsAppearKorok.17310981470778176771,716,368,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokGround,Korok,Korok,IsAppearKorok.17333691127101062992,-2342,939,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.17424210494862630052,3432,-3325,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokGround,Korok,Korok,IsAppearKorok.17438880653661263827,-2265,-2163,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.1744019410886703008,3562,-1113,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokGround,Korok,Korok,IsAppearKorok.17460680321953351941,762,11,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.17498924531679740904,-2436,1139,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.1752508712244046212,966,628,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.17568603393338077390,-1461,2366,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.1757917788153721738,3327,2169,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokGround,Korok,Korok,IsAppearKorok.17595964512236698192,-1945,-3185,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.17673115100390339186,1291,-1331,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.17673329914656853694,-3974,3734,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokGround,Korok,Korok,IsAppearKorok.17684465643323933958,-1075,1277,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.17689988895602132100,1594,2474,439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokGround,Korok,Korok,IsAppearKorok.17702633499031186931,1946,-2382,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.17761234010279361443,895,-2218,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.17775015922032978508,4078,821,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokGround,Korok,Korok,IsAppearKorok.17787166563654202941,-3148,1107,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.17814303335070178913,4394,2721,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.17819622671622415095,2012,-1896,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.1784022465563079485,1467,678,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokGround,Korok,Korok,IsAppearKorok.1785934975395315615,3274,1398,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokGround,Korok,Korok,IsAppearKorok.17900274190182944414,-2031,88,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokGround,Korok,Korok,IsAppearKorok.17915764004648973662,-3565,-733,557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.17964070682388523084,-1764,-1449,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.18008296777269336778,4654,2137,1240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.1802035004620984161,3074,1140,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.18033456621392803449,-87,401,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.18039446680315416506,-2688,1662,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokGround,Korok,Korok,IsAppearKorok.18067351636953493541,-237,632,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.18095845446732179302,-66,-2441,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokGround,Korok,Korok,IsAppearKorok.18143539020480219655,-2801,1948,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokGround,Korok,Korok,IsAppearKorok.18194949317466592174,-4003,-969,715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokGround,Korok,Korok,IsAppearKorok.18198826818177268352,3321,-475,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.18203394194235328482,-997,3084,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.1820502825520473472,542,-1581,1488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.18230243496605179380,4175,699,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.1823536007259880818,-297,1119,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.18239513040301483126,-3293,2442,407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokGround,Korok,Korok,IsAppearKorok.18247031465532167034,-3677,2467,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.1827800244735644348,1767,1537,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.18320621778101189642,691,625,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokGround,Korok,Korok,IsAppearKorok.18355785229887498802,2332,-1827,1717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.1836553015028318913,-3369,-51,2287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.1837897331638887469,3100,-2951,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokGround,Korok,Korok,IsAppearKorok.1860208449272173505,513,-1318,1420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.1860430881296156889,1793,-3179,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokGround,Korok,Korok,IsAppearKorok.1936945607168958178,-3827,-2860,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokGround,Korok,Korok,IsAppearKorok.1952653390367768908,-3601,-916,507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokGround,Korok,Korok,IsAppearKorok.195834357070932418,-3249,-1464,402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.1985521609412005653,986,1805,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokGround,Korok,Korok,IsAppearKorok.1994265007973734890,-53,971,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.2005617170383904724,2580,488,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.2005768738518178976,-2672,-1357,519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokGround,Korok,Korok,IsAppearKorok.2016463029176626195,211,-886,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.202400052291878333,2363,-3438,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.2027213233102240069,4598,-3562,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.20479097125254285,-1863,-94,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.2057432440048657816,2933,-2992,1259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.2072789414704507750,-1093,3402,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.2099967244627717760,-2202,356,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokFly,Korok,Korok,IsAppearKorok.2106839340950045361,343,-1756,2282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokGround,Korok,Korok,IsAppearKorok.2115847904790721758,-3133,-113,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Npc_HiddenKorokGround,Korok,Korok,IsAppearKorok.2131482042634901110,1695,-929,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
